Año,Trimestre,Provincia,Total,Activos,Ocupados,Parados,Parados que buscan primer empleo,Inactivos
2004,3,Ourense,296000,140800,122200,18600,4300,155100
2004,2,Ourense,295800,137000,118700,18300,5100,158800
2004,1,Ourense,296000,139200,119700,19500,3800,156800
2003,4,Ourense,296400,130700,120000,10700,2400,165700
2003,3,Ourense,296600,140000,126900,13100,2000,156600
2003,2,Ourense,296600,133600,124200,9400,2700,163000
2003,1,Ourense,296800,134100,121300,12700,3900,162700
2002,4,Ourense,297200,133300,122300,11000,2000,163900
2002,3,Ourense,297100,136200,127100,9100,2800,160900
2002,2,Ourense,296900,134500,122400,12100,2700,162500
2002,1,Ourense,297000,133800,120800,13100,3300,163200
2016,1,Palencia,138300,75600,62000,13600,1600,62700
2015,4,Palencia,138600,77100,62400,14700,2200,61500
2015,3,Palencia,138900,78700,65100,13600,3200,60200
2015,2,Palencia,139200,74900,60300,14600,2300,64300
2015,1,Palencia,139400,76300,57000,19400,2800,63100
2014,4,Palencia,139700,75500,58000,17500,2600,64200
2014,3,Palencia,140100,76000,59500,16400,2600,64200
2014,2,Palencia,140400,74200,58500,15700,2300,66200
2014,1,Palencia,140600,74500,57200,17300,2400,66100
2013,4,Palencia,141000,77700,61200,16400,2200,63300
2013,3,Palencia,141300,80400,62800,17600,2500,60900
2013,2,Palencia,141700,78800,62900,15900,1500,62900
2013,1,Palencia,142100,78700,61300,17500,1300,63400
2012,4,Palencia,142400,77300,62800,14500,800,65100
2012,3,Palencia,142800,80800,66000,14800,1400,62000
2012,2,Palencia,143100,78900,63000,15900,1800,64200
2012,1,Palencia,143400,79000,64100,14900,1600,64400
2011,4,Palencia,143800,79500,65400,14100,1400,64300
2011,3,Palencia,144000,79100,65000,14100,1800,64900
2011,2,Palencia,144300,77600,64300,13300,1500,66700
2011,1,Palencia,144500,78500,63900,14600,2600,66100
2010,4,Palencia,144800,81000,67500,13500,2100,63800
2010,3,Palencia,145000,82200,70500,11700,1900,62800
2010,2,Palencia,145200,79400,67100,12300,1800,65800
2010,1,Palencia,145400,79000,67800,11200,1400,66400
2009,4,Palencia,145700,78200,68200,10000,1300,67500
2009,3,Palencia,146000,78600,67900,10700,1000,67400
2009,2,Palencia,146100,76900,65400,11500,1900,69200
2009,1,Palencia,146400,76200,63200,13000,2300,70200
2008,4,Palencia,146600,75500,66800,8700,1600,71200
2008,3,Palencia,146700,76200,68000,8100,1600,70500
2008,2,Palencia,146700,74700,67900,6900,800,71900
2008,1,Palencia,146800,75200,69600,5600,1300,71600
2007,4,Palencia,146900,76100,71900,4200,1100,70800
2007,3,Palencia,147000,77100,72400,4700,1300,69900
2007,2,Palencia,147000,74200,69200,5000,1100,72700
2007,1,Palencia,146900,76000,71200,4700,900,71000
2006,4,Palencia,146900,75600,70900,4600,800,71300
2006,3,Palencia,146800,79500,75000,4500,1300,67400
2006,2,Palencia,146800,78600,71700,7000,1500,68200
2006,1,Palencia,146800,76400,70200,6200,1100,70500
2005,4,Palencia,146900,76600,72600,4000,300,70200
2005,3,Palencia,146800,79200,75500,3700,600,67600
2005,2,Palencia,146700,76400,69600,6900,900,70300
2005,1,Palencia,146800,80000,71400,8600,900,66800
2004,4,Palencia,147000,75100,69900,5300,1100,71900
2004,3,Palencia,147100,73900,69300,4600,900,73300
2004,2,Palencia,147000,73500,68000,5500,1800,73500
2004,1,Palencia,147000,71600,65100,6500,1000,75400
2003,4,Palencia,147200,70900,64500,6400,1600,76200
2003,3,Palencia,147300,71600,64400,7300,1800,75700
2003,2,Palencia,147300,69800,63800,6000,1900,77500
2003,1,Palencia,147400,68800,62600,6200,1400,78600
2002,4,Palencia,147600,67800,62200,5600,1400,79800
2002,3,Palencia,147500,68100,62400,5700,1200,79400
2002,2,Palencia,147500,66400,60300,6100,1300,81100
2002,1,Palencia,147500,63900,58600,5200,1100,83700
2016,1,"Palmas,",930200,563600,418600,145000,8000,366600
2015,4,"Palmas,",929500,570200,412600,157600,13300,359400
2015,3,"Palmas,",928600,570900,401400,169500,19000,357700
2015,2,"Palmas,",927100,576600,400500,176000,16800,350500
2015,1,"Palmas,",925200,584500,399800,184700,15400,340800
2014,4,"Palmas,",923700,574300,386500,187800,20900,349400
2014,3,"Palmas,",921600,566800,367200,199600,20900,354800
2014,2,"Palmas,",920200,574400,387200,187200,16500,345800
2014,1,"Palmas,",919000,578000,393100,184800,16300,341000
2013,4,"Palmas,",917600,586700,390300,196400,21800,330900
2013,3,"Palmas,",916300,587700,371700,216000,18700,328500
2013,2,"Palmas,",914700,580600,380100,200500,12800,334100
2013,1,"Palmas,",913000,593400,388500,204900,16100,319600
2012,4,"Palmas,",910700,585200,388900,196300,16800,325500
2012,3,"Palmas,",907300,587700,388100,199600,20600,319500
2012,2,"Palmas,",905100,575000,371600,203500,18000,330100
2012,1,"Palmas,",903100,575700,385200,190500,14800,327400
2011,4,"Palmas,",900900,564100,385500,178600,15700,336800
2011,3,"Palmas,",897600,568500,392700,175800,20200,329100
2011,2,"Palmas,",894600,568700,386400,182300,18800,325900
2011,1,"Palmas,",892000,560500,389500,171000,13000,331500
2010,4,"Palmas,",889400,551100,378300,172800,13000,338300
2010,3,"Palmas,",886800,549600,382900,166600,11800,337300
2010,2,"Palmas,",884400,558500,380200,178300,12900,325900
2010,1,"Palmas,",882500,563700,400700,163000,10600,318800
2009,4,"Palmas,",880100,565400,402600,162800,10000,314700
2009,3,"Palmas,",877700,557500,403500,154000,7800,320200
2009,2,"Palmas,",875500,538700,392900,145800,5700,336800
2009,1,"Palmas,",873200,557100,403200,153900,9500,316100
2008,4,"Palmas,",870500,542400,421400,121000,6800,328100
2008,3,"Palmas,",866900,541100,441300,99800,8500,325800
2008,2,"Palmas,",863400,535900,444700,91300,8800,327500
2008,1,"Palmas,",859500,527700,448300,79400,6800,331800
2007,4,"Palmas,",854400,531800,468100,63700,4300,322600
2007,3,"Palmas,",848700,525300,466500,58900,4700,323300
2007,2,"Palmas,",843700,526500,468200,58300,6200,317200
2007,1,"Palmas,",838400,525200,469200,56000,6200,313200
2006,4,"Palmas,",832600,516700,455000,61700,7900,315900
2006,3,"Palmas,",826800,521400,455600,65800,8700,305500
2006,2,"Palmas,",821600,517000,459500,57500,7200,304600
2006,1,"Palmas,",816600,515600,452700,62900,7400,301000
2005,4,"Palmas,",811800,500200,440200,60000,8100,311500
2005,3,"Palmas,",806000,486300,430800,55500,8200,319700
2005,2,"Palmas,",801200,486200,422100,64200,8300,315000
2005,1,"Palmas,",795300,490500,421300,69100,7300,304800
2004,4,"Palmas,",789500,475600,425700,49900,9300,313900
2004,3,"Palmas,",783200,460800,412500,48200,6100,322400
2004,2,"Palmas,",777800,459000,407700,51300,4700,318800
2004,1,"Palmas,",772500,465000,409700,55300,5700,307500
2003,4,"Palmas,",767500,461700,413200,48500,7600,305800
2003,3,"Palmas,",761900,448400,400700,47600,7600,313600
2003,2,"Palmas,",756700,441800,395100,46600,6200,314900
2003,1,"Palmas,",751400,440700,396600,44100,8000,310700
2002,4,"Palmas,",746400,436000,389700,46300,7800,310500
2002,3,"Palmas,",740800,427400,380200,47200,7000,313400
2002,2,"Palmas,",735000,423900,377100,46800,7300,311100
2002,1,"Palmas,",728800,419200,376800,42400,4500,309600
2016,1,Pontevedra,806000,435800,345700,90100,6100,370200
2015,4,Pontevedra,806500,436100,346900,89300,7700,370300
2015,3,Pontevedra,807400,441800,351300,90400,9500,365600
2015,2,Pontevedra,808200,442800,339500,103300,8300,365400
2015,1,Pontevedra,807400,438300,326200,112100,7700,369100
2014,4,Pontevedra,808000,445700,332200,113500,9200,362300
2014,3,Pontevedra,808400,446900,343100,103800,11700,361500
2014,2,Pontevedra,808100,445900,337400,108500,10600,362200
2014,1,Pontevedra,809600,450900,334500,116400,8500,358800
2013,4,Pontevedra,810400,453500,341200,112200,8600,356900
2013,3,Pontevedra,810600,457300,346400,110900,8900,353200
2013,2,Pontevedra,811600,453400,339000,114400,7800,358200
2013,1,Pontevedra,812500,449100,338000,111200,8300,363300
2012,4,Pontevedra,813000,457600,349500,108100,7500,355400
2012,3,Pontevedra,813200,462300,352400,109900,10000,351000
2012,2,Pontevedra,813500,463700,345300,118400,9100,349800
2012,1,Pontevedra,814200,462400,346400,115900,8800,351800
2011,4,Pontevedra,814800,460100,354900,105200,7900,354600
2011,3,Pontevedra,814700,461000,367300,93700,8700,353700
2011,2,Pontevedra,814200,458800,370800,88000,7300,355400
2011,1,Pontevedra,814200,455100,361900,93100,6600,359200
2010,4,Pontevedra,814500,449000,365700,83300,6000,365500
2010,3,Pontevedra,814100,465300,382700,82600,6400,348800
2010,2,Pontevedra,813500,454900,372000,82900,4500,358600
2010,1,Pontevedra,813300,453900,371100,82800,4600,359400
2009,4,Pontevedra,813200,460200,390400,69700,4200,353100
2009,3,Pontevedra,812400,466500,396400,70100,5700,345900
2009,2,Pontevedra,811500,461100,389200,71900,4700,350400
2009,1,Pontevedra,810600,464200,393400,70800,5000,346400
2008,4,Pontevedra,810000,464500,409000,55500,2800,345500
2008,3,Pontevedra,808500,463200,416500,46700,3300,345300
2008,2,Pontevedra,806600,458300,416400,41900,2900,348300
2008,1,Pontevedra,805300,461600,422900,38700,2500,343600
2007,4,Pontevedra,804200,453700,419500,34200,2100,350600
2007,3,Pontevedra,802600,460500,425900,34600,2900,342100
2007,2,Pontevedra,800700,458600,421000,37700,4900,342100
2007,1,Pontevedra,799500,453800,413700,40000,700,345700
2006,4,Pontevedra,798500,452400,413400,39000,2600,346200
2006,3,Pontevedra,797000,453900,417400,36500,3600,343100
2006,2,Pontevedra,795300,436500,396500,40000,5000,358800
2006,1,Pontevedra,794100,436300,391100,45200,4800,357800
2005,4,Pontevedra,793300,438800,396300,42500,5200,354500
2005,3,Pontevedra,791900,447200,405000,42200,6200,344700
2005,2,Pontevedra,790300,439600,382300,57300,8300,350700
2005,1,Pontevedra,789000,437400,384800,52600,5900,351600
2004,4,Pontevedra,787700,444700,381700,63000,8600,343100
2004,3,Pontevedra,786100,442100,385800,56200,10400,344000
2004,2,Pontevedra,784200,442200,377500,64700,8900,342100
2004,1,Pontevedra,782900,436400,370400,66000,8500,346500
2003,4,Pontevedra,781800,436100,373500,62500,8900,345800
2003,3,Pontevedra,780300,425800,367000,58800,11700,354500
2003,2,Pontevedra,778600,420800,363200,57600,10800,357800
2003,1,Pontevedra,777400,419100,354400,64800,12600,358300
2002,4,Pontevedra,776400,408900,352100,56800,10900,367500
2002,3,Pontevedra,774700,404800,354100,50700,10700,369900
2002,2,Pontevedra,772800,400300,346000,54300,12300,372600
2002,1,Pontevedra,771300,402400,343300,59200,8900,368900
2016,1,"Rioja,",258900,152200,130300,21900,2200,106700
2015,4,"Rioja,",259100,153800,132300,21500,2100,105300
2015,3,"Rioja,",259600,152600,131900,20700,3200,107000
2015,2,"Rioja,",260100,156300,130700,25600,3000,103800
2015,1,"Rioja,",259900,153900,126900,27100,2700,105900
2014,4,"Rioja,",260100,154000,127500,26400,2200,106200
2014,3,"Rioja,",260100,159600,130500,29100,3600,100500
2014,2,"Rioja,",260000,157300,129500,27800,2400,102700
2014,1,"Rioja,",259700,155900,125400,30500,2300,103700
2013,4,"Rioja,",260700,157400,125500,31900,2100,103300
2013,3,"Rioja,",262100,157900,126800,31100,2400,104300
2013,2,"Rioja,",263200,153900,121700,32200,2500,109300
2013,1,"Rioja,",264200,153700,124100,29600,1600,110500
2012,4,"Rioja,",264900,156100,126700,29400,2300,108800
2012,3,"Rioja,",265600,158800,126200,32600,4100,106800
2012,2,"Rioja,",266300,161800,124900,36900,4700,104600
2012,1,"Rioja,",266800,159900,127800,32100,3000,106800
2011,4,"Rioja,",267200,161500,131400,30100,2300,105700
2011,3,"Rioja,",267400,165000,135800,29200,3500,102400
2011,2,"Rioja,",267300,160200,133300,26800,2300,107200
2011,1,"Rioja,",267400,161400,135900,25400,3100,106100
2010,4,"Rioja,",267500,159500,134700,24900,2000,108000
2010,3,"Rioja,",267200,162400,139700,22700,2600,104800
2010,2,"Rioja,",267200,159400,140000,19400,2900,107900
2010,1,"Rioja,",267400,159200,135500,23700,2600,108200
2009,4,"Rioja,",267700,161900,139600,22300,2800,105800
2009,3,"Rioja,",267700,160400,139600,20800,2200,107300
2009,2,"Rioja,",267800,163200,142700,20500,2000,104600
2009,1,"Rioja,",267900,162600,144300,18300,2900,105300
2008,4,"Rioja,",268100,163000,147000,16000,2200,105100
2008,3,"Rioja,",267800,162900,149400,13400,2400,104900
2008,2,"Rioja,",267200,161000,150000,11100,1500,106100
2008,1,"Rioja,",266400,159600,149000,10600,1500,106800
2007,4,"Rioja,",265500,160300,150900,9400,1000,105200
2007,3,"Rioja,",264000,154700,146300,8400,900,109300
2007,2,"Rioja,",262600,155300,147500,7900,1300,107200
2007,1,"Rioja,",261000,155200,144800,10400,1200,105800
2006,4,"Rioja,",259400,155500,144800,10700,1200,103900
2006,3,"Rioja,",258200,154100,145300,8800,500,104100
2006,2,"Rioja,",257000,152800,143700,9200,0,104200
2006,1,"Rioja,",256300,152700,143800,8900,800,103500
2005,4,"Rioja,",255700,155100,144700,10400,1200,100600
2005,3,"Rioja,",255000,152800,145500,7300,800,102200
2005,2,"Rioja,",254200,154300,144400,9900,1700,99800
2005,1,"Rioja,",253000,148900,137600,11400,1600,104100
2004,4,"Rioja,",251900,142600,135900,6700,1000,109300
2004,3,"Rioja,",250300,139400,131000,8300,1400,110900
2004,2,"Rioja,",248800,135500,128300,7100,1000,113400
2004,1,"Rioja,",247400,133800,123300,10500,2200,113600
2003,4,"Rioja,",246400,130700,121800,8800,1700,115700
2003,3,"Rioja,",244900,133600,125800,7800,1600,111300
2003,2,"Rioja,",243600,130300,123600,6700,1400,113400
2003,1,"Rioja,",242400,129400,121000,8400,1900,113000
2002,4,"Rioja,",241300,126600,119500,7200,1900,114700
2002,3,"Rioja,",239900,127700,117800,9900,1700,112100
2002,2,"Rioja,",238700,126900,117100,9800,1100,111800
2002,1,"Rioja,",237300,124000,115200,8700,1400,113300
2016,1,Salamanca,287400,149800,124200,25600,3100,137700
2015,4,Salamanca,288100,157600,132700,24900,3200,130500
2015,3,Salamanca,289500,159600,137900,21600,4400,129900
2015,2,Salamanca,290000,158100,132400,25600,4100,132000
2015,1,Salamanca,289900,152000,124200,27800,1700,137900
2014,4,Salamanca,290400,156000,122900,33200,3400,134300
2014,3,Salamanca,291000,157700,128200,29500,2200,133300
2014,2,Salamanca,291700,157300,124900,32500,2000,134400
2014,1,Salamanca,292000,156000,119000,37100,2400,136000
2013,4,Salamanca,292700,158200,121800,36400,2600,134500
2013,3,Salamanca,293100,158500,124100,34400,3600,134700
2013,2,Salamanca,294200,155400,122800,32600,3200,138800
2013,1,Salamanca,294700,157400,122200,35200,3500,137300
2012,4,Salamanca,295400,159600,125500,34100,3300,135800
2012,3,Salamanca,295800,163200,132600,30600,2800,132600
2012,2,Salamanca,296400,165100,133300,31800,2600,131300
2012,1,Salamanca,297000,162100,130400,31700,1900,134900
2011,4,Salamanca,297800,159800,132300,27400,2400,138000
2011,3,Salamanca,298100,167500,140300,27200,2300,130600
2011,2,Salamanca,298400,161000,133600,27500,1900,137300
2011,1,Salamanca,298700,153500,128200,25400,1100,145200
2010,4,Salamanca,298900,156900,132200,24700,900,142100
2010,3,Salamanca,299100,158900,133300,25700,3400,140200
2010,2,Salamanca,299200,163500,137000,26400,1800,135800
2010,1,Salamanca,299300,155600,130600,25000,1800,143800
2009,4,Salamanca,299500,159500,137700,21800,1200,140000
2009,3,Salamanca,299600,159000,135700,23300,8100,140600
2009,2,Salamanca,299600,154900,129700,25200,7200,144700
2009,1,Salamanca,299800,155000,127100,27800,4900,144800
2008,4,Salamanca,299900,157400,131300,26200,9000,142400
2008,3,Salamanca,299800,155600,136700,18900,6200,144200
2008,2,Salamanca,299600,153500,139000,14500,4600,146100
2008,1,Salamanca,299500,155300,143200,12200,2000,144200
2007,4,Salamanca,299400,151200,140200,11000,1300,148200
2007,3,Salamanca,298800,152100,140200,11900,3200,146700
2007,2,Salamanca,298500,150600,135500,15100,1800,147900
2007,1,Salamanca,298100,148300,134700,13700,2500,149800
2006,4,Salamanca,297900,155300,139200,16100,2900,142600
2006,3,Salamanca,297600,149500,135000,14500,3000,148000
2006,2,Salamanca,297300,150700,137100,13600,2900,146600
2006,1,Salamanca,297100,154200,137100,17100,2100,142900
2005,4,Salamanca,297000,154300,135900,18400,2800,142800
2005,3,Salamanca,297100,155200,144000,11200,1100,141900
2005,2,Salamanca,297100,157700,144600,13100,1200,139300
2005,1,Salamanca,297100,153200,137600,15600,3100,143900
2004,4,Salamanca,297100,157100,134200,22900,4000,140000
2004,3,Salamanca,296900,158200,135500,22800,5400,138700
2004,2,Salamanca,296700,156600,131000,25600,6700,140200
2004,1,Salamanca,296600,154100,127500,26500,5800,142600
2003,4,Salamanca,296700,152300,128000,24300,5700,144400
2003,3,Salamanca,296700,152300,131600,20800,5400,144300
2003,2,Salamanca,296500,152100,129100,23100,6100,144400
2003,1,Salamanca,296300,151700,126300,25400,5300,144600
2002,4,Salamanca,296300,148100,129200,18900,3800,148200
2002,3,Salamanca,296000,150200,131300,19000,5000,145800
2002,2,Salamanca,295700,153300,132300,21000,6100,142400
2002,1,Salamanca,295600,146800,126900,19800,5400,148900
2016,1,Santa,866300,533500,393300,140200,9100,332800
2015,4,Santa,866400,540200,400800,139500,13100,326100
2015,3,Santa,869800,539700,392100,147600,16200,330000
2015,2,Santa,868100,534200,373700,160500,16500,333900
2015,1,Santa,866300,530500,371700,158800,13400,335800
2014,4,Santa,864800,526500,372100,154400,12700,338300
2014,3,Santa,862600,519300,356700,162700,13000,343300
2014,2,Santa,860800,517500,347900,169600,16700,343300
2014,1,Santa,858200,515600,344400,171100,17700,342600
2013,4,Santa,856400,517300,348300,168900,24900,339200
2013,3,Santa,854000,515600,348100,167500,24800,338400
2013,2,Santa,852800,506900,344900,162000,16100,345900
2013,1,Santa,851100,516200,346700,169500,16000,334800
2012,4,Santa,848800,515400,352900,162500,15300,333400
2012,3,Santa,845400,518300,350600,167800,13400,327000
2012,2,Santa,842700,526000,369400,156600,12100,316800
2012,1,Santa,840700,527400,367300,160100,10500,313200
2011,4,Santa,838800,522300,371400,150900,10900,316500
2011,3,Santa,835900,524100,382200,141900,13600,311900
2011,2,Santa,833600,525200,386000,139300,11800,308300
2011,1,Santa,831600,514500,381000,133400,9100,317100
2010,4,Santa,829400,513300,379800,133500,7400,316000
2010,3,Santa,826700,510200,373800,136400,8300,316500
2010,2,Santa,824500,494800,364400,130500,9000,329600
2010,1,Santa,822500,498600,367200,131500,6300,323900
2009,4,Santa,820200,499300,377100,122300,6500,320900
2009,3,Santa,817300,493700,378300,115300,6400,323700
2009,2,Santa,815300,491500,372500,119000,7000,323800
2009,1,Santa,813200,486000,369700,116300,9800,327200
2008,4,Santa,810700,483800,389400,94400,8400,326900
2008,3,Santa,807000,476400,399600,76800,7600,330600
2008,2,Santa,802900,475700,405900,69800,6400,327200
2008,1,Santa,798700,477000,409100,67800,5900,321800
2007,4,Santa,794400,466700,421600,45000,4200,327700
2007,3,Santa,789200,468000,419600,48400,6400,321200
2007,2,Santa,784600,470600,430500,40100,4600,314000
2007,1,Santa,780000,466600,420900,45600,5200,313400
2006,4,Santa,775200,458900,409700,49200,4600,316300
2006,3,Santa,770300,462600,412100,50400,4800,307700
2006,2,Santa,765500,455400,403300,52100,3800,310100
2006,1,Santa,760700,444100,391600,52600,3400,316600
2005,4,Santa,755700,442300,399800,42600,5200,313400
2005,3,Santa,750600,436000,389800,46200,5600,314700
2005,2,Santa,745900,427200,380100,47100,6400,318800
2005,1,Santa,740400,426300,378700,47600,6600,314100
2004,4,Santa,734700,423000,376300,46700,5500,311700
2004,3,Santa,728300,425200,372000,53200,7400,303100
2004,2,Santa,722800,427000,365800,61300,9700,295800
2004,1,Santa,717200,420600,362500,58000,6300,296700
2003,4,Santa,712300,421900,364100,57800,10100,290400
2003,3,Santa,706500,412300,363500,48800,7000,294200
2003,2,Santa,701000,412800,361800,51000,8600,288200
2003,1,Santa,695400,399000,353400,45600,7200,296400
2002,4,Santa,690100,395400,347600,47800,6400,294700
2002,3,Santa,684200,386900,343700,43200,7800,297200
2002,2,Santa,678700,383200,338600,44700,5900,295500
2002,1,Santa,673200,381000,338900,42100,5700,292200
2016,1,Segovia,130900,77700,64300,13400,1600,53200
2015,4,Segovia,131200,77200,65000,12200,1100,54000
2015,3,Segovia,131700,77500,67100,10400,1500,54100
2015,2,Segovia,131800,80000,68700,11300,1000,51800
2015,1,Segovia,131900,79700,67000,12700,1100,52200
2014,4,Segovia,132100,77600,66500,11100,1500,54500
2014,3,Segovia,132100,78200,67200,11000,1300,53800
2014,2,Segovia,132200,78800,68100,10600,1100,53500
2014,1,Segovia,132700,78700,66400,12300,600,54000
2013,4,Segovia,133200,79200,65100,14100,1200,53900
2013,3,Segovia,133500,78700,64300,14300,1300,54800
2013,2,Segovia,134100,80300,63600,16600,1500,53800
2013,1,Segovia,134400,77700,61700,16000,1300,56700
2012,4,Segovia,134900,78400,62000,16400,2000,56500
2012,3,Segovia,135100,79700,64800,14900,2400,55500
2012,2,Segovia,135400,76700,61800,14900,1600,58700
2012,1,Segovia,135800,78600,63000,15600,1500,57100
2011,4,Segovia,136200,79100,66600,12500,400,57100
2011,3,Segovia,136300,78500,67400,11100,1200,57800
2011,2,Segovia,136400,78600,68600,10000,700,57900
2011,1,Segovia,136600,78900,68600,10200,700,57700
2010,4,Segovia,136600,78600,70200,8500,1000,58000
2010,3,Segovia,136600,80800,71600,9200,1400,55800
2010,2,Segovia,136600,79300,68300,11000,1300,57200
2010,1,Segovia,136600,79400,70100,9300,500,57200
2009,4,Segovia,136500,77300,69500,7800,500,59300
2009,3,Segovia,136600,79000,69900,9100,1200,57600
2009,2,Segovia,136600,79100,68400,10700,100,57500
2009,1,Segovia,136800,79600,67100,12500,800,57300
2008,4,Segovia,137200,81400,72600,8800,200,55800
2008,3,Segovia,137200,82800,75700,7100,700,54400
2008,2,Segovia,137200,78900,70600,8300,1000,58300
2008,1,Segovia,137200,76600,67700,8900,600,60600
2007,4,Segovia,137100,76900,72100,4700,700,60300
2007,3,Segovia,136400,76500,72400,4200,300,59900
2007,2,Segovia,135500,75900,71600,4200,400,59600
2007,1,Segovia,134600,76500,72500,4000,0,58200
2006,4,Segovia,133700,76600,71900,4800,400,57000
2006,3,Segovia,132900,77000,70900,6000,500,55900
2006,2,Segovia,132300,75200,68700,6500,500,57200
2006,1,Segovia,131900,75200,69600,5600,700,56700
2005,4,Segovia,131600,75100,71300,3700,400,56500
2005,3,Segovia,131200,74000,69200,4800,900,57200
2005,2,Segovia,130800,73200,67900,5300,600,57600
2005,1,Segovia,130400,73400,67000,6400,1000,57000
2004,4,Segovia,129700,74600,68600,6000,1300,55100
2004,3,Segovia,129100,73800,69300,4500,1700,55300
2004,2,Segovia,128600,70700,63200,7400,1500,57900
2004,1,Segovia,128300,69400,62400,7000,700,58800
2003,4,Segovia,127900,69800,63400,6400,400,58200
2003,3,Segovia,127600,70300,64600,5600,1000,57300
2003,2,Segovia,127200,67200,59400,7800,1500,60000
2003,1,Segovia,126800,66100,59100,7100,1200,60600
2002,4,Segovia,126400,64900,58000,6900,900,61500
2002,3,Segovia,126000,66300,59500,6800,1600,59700
2002,2,Segovia,125600,65200,59400,5800,900,60400
2002,1,Segovia,125200,63500,58100,5400,1400,61700
2016,1,Sevilla,1575000,930200,665100,265100,19300,644800
2015,4,Sevilla,1574400,947700,672100,275600,22600,626700
2015,3,Sevilla,1574100,944200,649300,294900,29400,629900
2015,2,Sevilla,1573900,952700,673500,279200,28000,621200
2015,1,Sevilla,1571700,946800,640200,306600,28800,624900
2014,4,Sevilla,1571500,955600,655500,300100,31500,615900
2014,3,Sevilla,1571600,929000,617900,311100,27200,642600
2014,2,Sevilla,1571400,927500,627400,300200,24200,643800
2014,1,Sevilla,1569700,928800,614400,314400,27500,640900
2013,4,Sevilla,1569900,936900,606400,330500,28300,633000
2013,3,Sevilla,1569600,916900,604800,312000,24400,652800
2013,2,Sevilla,1570500,944000,628300,315700,20900,626600
2013,1,Sevilla,1570600,941700,628300,313500,27500,628800
2012,4,Sevilla,1570400,938700,632500,306200,26900,631700
2012,3,Sevilla,1569700,930800,627100,303700,28100,638900
2012,2,Sevilla,1569100,949400,658000,291400,30900,619700
2012,1,Sevilla,1568300,943000,659600,283400,24500,625400
2011,4,Sevilla,1567400,933700,668800,264800,20000,633800
2011,3,Sevilla,1564300,927800,669400,258300,19600,636500
2011,2,Sevilla,1562200,936300,694700,241700,19800,625900
2011,1,Sevilla,1559800,937400,688900,248500,18500,622500
2010,4,Sevilla,1557700,925000,699100,225900,14700,632700
2010,3,Sevilla,1554600,917300,672900,244400,19600,637300
2010,2,Sevilla,1552000,923400,697500,225900,16100,628600
2010,1,Sevilla,1549200,913400,680200,233300,14200,635700
2009,4,Sevilla,1546100,918400,687400,231000,15700,627700
2009,3,Sevilla,1542400,898500,681900,216600,14600,643900
2009,2,Sevilla,1538500,922400,713500,208900,12900,616100
2009,1,Sevilla,1534900,923200,718600,204600,11500,611700
2008,4,Sevilla,1531600,923300,741200,182100,7700,608300
2008,3,Sevilla,1527000,899300,756400,142900,12000,627700
2008,2,Sevilla,1522600,903800,776400,127300,10600,618800
2008,1,Sevilla,1517500,890900,765000,125900,12600,626600
2007,4,Sevilla,1513000,878500,762700,115800,13300,634500
2007,3,Sevilla,1507400,882800,769600,113200,12400,624600
2007,2,Sevilla,1502300,875900,763000,112900,13300,626400
2007,1,Sevilla,1496500,865100,753600,111500,8900,631400
2006,4,Sevilla,1490800,864500,753100,111500,11600,626300
2006,3,Sevilla,1485700,843600,733600,110000,11600,642100
2006,2,Sevilla,1481300,850900,747800,103100,12200,630400
2006,1,Sevilla,1476500,842700,730400,112300,10600,633800
2005,4,Sevilla,1472300,845400,735500,109900,7900,626900
2005,3,Sevilla,1467300,825600,706700,118900,15100,641700
2005,2,Sevilla,1462800,830400,721900,108500,15300,632400
2005,1,Sevilla,1457500,818700,698100,120600,14800,638800
2004,4,Sevilla,1452500,822000,687900,134100,20000,630500
2004,3,Sevilla,1447100,822500,676200,146300,20200,624600
2004,2,Sevilla,1443200,808300,663300,145000,20900,634900
2004,1,Sevilla,1439100,797900,662300,135600,20500,641200
2003,4,Sevilla,1435800,800700,663800,136900,20500,635200
2003,3,Sevilla,1432000,782900,640300,142700,21000,649000
2003,2,Sevilla,1428400,781800,641600,140200,21900,646600
2003,1,Sevilla,1424500,767700,613800,153900,20200,656700
2002,4,Sevilla,1420900,772600,608800,163800,19500,648300
2002,3,Sevilla,1416500,772300,623200,149100,16800,644300
2002,2,Sevilla,1412800,770200,622300,147900,18300,642600
2002,1,Sevilla,1409100,760200,603500,156700,19200,648900
2016,1,Soria,76500,40900,34600,6300,1000,35600
2015,4,Soria,76700,41900,36300,5600,800,34700
2015,3,Soria,76900,42900,37800,5100,900,33900
2015,2,Soria,77000,43000,36400,6700,1500,34000
2015,1,Soria,77200,44400,37500,6900,1600,32800
2014,4,Soria,77400,43500,36100,7400,1300,33900
2014,3,Soria,77500,44300,36700,7500,1000,33200
2014,2,Soria,77600,44300,37100,7300,600,33300
2014,1,Soria,77800,44700,36800,7900,800,33100
2013,4,Soria,78100,45200,37800,7400,1200,32800
2013,3,Soria,78300,44900,38300,6600,1200,33400
2013,2,Soria,78500,44900,37300,7600,1000,33600
2013,1,Soria,78700,44600,36400,8200,800,34100
2012,4,Soria,78900,45400,38200,7200,900,33600
2012,3,Soria,79200,46900,40200,6700,1100,32300
2012,2,Soria,79300,46700,40000,6700,600,32600
2012,1,Soria,79500,45300,38600,6600,400,34300
